Subject,Gender,Year,Age,Cumulative,Candidates,Grades,Percent
German,Male,2014,All ages,Cumulative percentages,1590,D and above,95.5
German,Male,2014,All ages,Cumulative percentages,1590,E and above,99.3
German,Male,2014,All ages,Non-cumulative percentages,1590,A,33.6
German,Male,2014,All ages,Non-cumulative percentages,1590,A*,9.9
German,Male,2014,All ages,Non-cumulative percentages,1590,B,27
German,Male,2014,All ages,Non-cumulative percentages,1590,C,16.4
German,Male,2014,All ages,Non-cumulative percentages,1590,D,8.6
German,Male,2014,All ages,Non-cumulative percentages,1590,E,3.8
German,Male,2015,All ages,Cumulative percentages,1525,A and above,41.3
German,Male,2015,All ages,Cumulative percentages,1525,A*,7.9
German,Male,2015,All ages,Cumulative percentages,1525,B and above,68.9
German,Male,2015,All ages,Cumulative percentages,1525,C and above,86.8
German,Male,2015,All ages,Cumulative percentages,1525,D and above,95.9
German,Male,2015,All ages,Cumulative percentages,1525,E and above,99.6
German,Male,2015,All ages,Non-cumulative percentages,1525,A,33.4
German,Male,2015,All ages,Non-cumulative percentages,1525,A*,7.9
German,Male,2015,All ages,Non-cumulative percentages,1525,B,27.6
German,Male,2015,All ages,Non-cumulative percentages,1525,C,17.9
German,Male,2015,All ages,Non-cumulative percentages,1525,D,9.1
German,Male,2015,All ages,Non-cumulative percentages,1525,E,3.7
German,Male,2016,All ages,Cumulative percentages,1410,A and above,42.1
German,Male,2016,All ages,Cumulative percentages,1410,A*,9.6
German,Male,2016,All ages,Cumulative percentages,1410,B and above,69.5
German,Male,2016,All ages,Cumulative percentages,1410,C and above,87.7
German,Male,2016,All ages,Cumulative percentages,1410,D and above,96.7
German,Male,2016,All ages,Cumulative percentages,1410,E and above,99.4
German,Male,2016,All ages,Non-cumulative percentages,1410,A,32.5
German,Male,2016,All ages,Non-cumulative percentages,1410,A*,9.6
German,Male,2016,All ages,Non-cumulative percentages,1410,B,27.4
German,Male,2016,All ages,Non-cumulative percentages,1410,C,18.2
German,Male,2016,All ages,Non-cumulative percentages,1410,D,9
German,Male,2016,All ages,Non-cumulative percentages,1410,E,2.7
German,Male,2017,Aged 18,Cumulative percentages,1200,A and above,41.7
German,Male,2017,Aged 18,Cumulative percentages,1200,A*,8.1
German,Male,2017,Aged 18,Cumulative percentages,1200,B and above,68.6
German,Male,2017,Aged 18,Cumulative percentages,1200,C and above,86.4
German,Male,2017,Aged 18,Cumulative percentages,1200,D and above,95.4
German,Male,2017,Aged 18,Cumulative percentages,1200,E and above,98.9
German,Male,2017,Aged 18,Non-cumulative percentages,1200,A,33.6
German,Male,2017,Aged 18,Non-cumulative percentages,1200,A*,8.1
German,Male,2017,Aged 18,Non-cumulative percentages,1200,B,26.9
German,Male,2017,Aged 18,Non-cumulative percentages,1200,C,17.8
German,Male,2017,Aged 18,Non-cumulative percentages,1200,D,9
German,Male,2017,Aged 18,Non-cumulative percentages,1200,E,3.5
German,Male,2017,All ages,Cumulative percentages,1455,A and above,44.5
German,Male,2017,All ages,Cumulative percentages,1455,A*,9.7
German,Male,2017,All ages,Cumulative percentages,1455,B and above,70.5
German,Male,2017,All ages,Cumulative percentages,1455,C and above,87.5
German,Male,2017,All ages,Cumulative percentages,1455,D and above,95.9
German,Male,2017,All ages,Cumulative percentages,1455,E and above,99
German,Male,2017,All ages,Non-cumulative percentages,1455,A,34.8
German,Male,2017,All ages,Non-cumulative percentages,1455,A*,9.7
German,Male,2017,All ages,Non-cumulative percentages,1455,B,25.9
German,Male,2017,All ages,Non-cumulative percentages,1455,C,17.1
German,Male,2017,All ages,Non-cumulative percentages,1455,D,8.3
German,Male,2017,All ages,Non-cumulative percentages,1455,E,3.1
German,Male,2018,Aged 18,Cumulative percentages,965,A and above,41.3
German,Male,2018,Aged 18,Cumulative percentages,965,A*,10.8
German,Male,2018,Aged 18,Cumulative percentages,965,B and above,63.7
German,Male,2018,Aged 18,Cumulative percentages,965,C and above,81.8
German,Male,2018,Aged 18,Cumulative percentages,965,D and above,94.2
German,Male,2018,Aged 18,Cumulative percentages,965,E and above,99.2
German,Male,2018,Aged 18,Non-cumulative percentages,965,A,30.5
German,Male,2018,Aged 18,Non-cumulative percentages,965,A*,10.8
German,Male,2018,Aged 18,Non-cumulative percentages,965,B,22.4
German,Male,2018,Aged 18,Non-cumulative percentages,965,C,18.2
German,Male,2018,Aged 18,Non-cumulative percentages,965,D,12.3
German,Male,2018,Aged 18,Non-cumulative percentages,965,E,5
German,Male,2018,All ages,Cumulative percentages,1135,A and above,42.7
German,Male,2018,All ages,Cumulative percentages,1135,A*,10.8
German,Male,2018,All ages,Cumulative percentages,1135,B and above,65.6
German,Male,2018,All ages,Cumulative percentages,1135,C and above,82.8
German,Male,2018,All ages,Cumulative percentages,1135,D and above,94.1
German,Male,2018,All ages,Cumulative percentages,1135,E and above,98.9
German,Male,2018,All ages,Non-cumulative percentages,1135,A,31.9
German,Male,2018,All ages,Non-cumulative percentages,1135,A*,10.8
German,Male,2018,All ages,Non-cumulative percentages,1135,B,22.9
German,Male,2018,All ages,Non-cumulative percentages,1135,C,17.2
German,Male,2018,All ages,Non-cumulative percentages,1135,D,11.3
German,Male,2018,All ages,Non-cumulative percentages,1135,E,4.8
German,Male,2019,Aged 18,Cumulative percentages,980,A and above,37.1
German,Male,2019,Aged 18,Cumulative percentages,980,A*,12.1
German,Male,2019,Aged 18,Cumulative percentages,980,B and above,63.8
German,Male,2019,Aged 18,Cumulative percentages,980,C and above,83.7
German,Male,2019,Aged 18,Cumulative percentages,980,D and above,95.3
German,Male,2019,Aged 18,Cumulative percentages,980,E and above,99.3
German,Male,2019,Aged 18,Non-cumulative percentages,980,A,25
German,Male,2019,Aged 18,Non-cumulative percentages,980,A*,12.1
German,Male,2019,Aged 18,Non-cumulative percentages,980,B,26.7
German,Male,2019,Aged 18,Non-cumulative percentages,980,C,19.9
German,Male,2019,Aged 18,Non-cumulative percentages,980,D,11.6
German,Male,2019,Aged 18,Non-cumulative percentages,980,E,4
German,Male,2019,All ages,Cumulative percentages,1140,A and above,40.6
German,Male,2019,All ages,Cumulative percentages,1140,A*,13.8
German,Male,2019,All ages,Cumulative percentages,1140,B and above,65.7
German,Male,2019,All ages,Cumulative percentages,1140,C and above,84.6
German,Male,2019,All ages,Cumulative percentages,1140,D and above,95.6
German,Male,2019,All ages,Cumulative percentages,1140,E and above,99.4
German,Male,2019,All ages,Non-cumulative percentages,1140,A,26.8
German,Male,2019,All ages,Non-cumulative percentages,1140,A*,13.8
German,Male,2019,All ages,Non-cumulative percentages,1140,B,25.1
German,Male,2019,All ages,Non-cumulative percentages,1140,C,19
German,Male,2019,All ages,Non-cumulative percentages,1140,D,11
German,Male,2019,All ages,Non-cumulative percentages,1140,E,3.8
German,Male,2020,Aged 18,Cumulative percentages,920,A and above,57.5
German,Male,2020,Aged 18,Cumulative percentages,920,A*,22.3
German,Male,2020,Aged 18,Cumulative percentages,920,B and above,79.2
German,Male,2020,Aged 18,Cumulative percentages,920,C and above,92.6
German,Male,2020,Aged 18,Cumulative percentages,920,D and above,98.7
German,Male,2020,Aged 18,Cumulative percentages,920,E and above,100
German,Male,2020,Aged 18,Non-cumulative percentages,920,A,35.2
German,Male,2020,Aged 18,Non-cumulative percentages,920,A*,22.3
German,Male,2020,Aged 18,Non-cumulative percentages,920,B,21.7
German,Male,2020,Aged 18,Non-cumulative percentages,920,C,13.4
German,Male,2020,Aged 18,Non-cumulative percentages,920,D,6.1
German,Male,2020,Aged 18,Non-cumulative percentages,920,E,1.3
German,Male,2020,All ages,Cumulative percentages,1030,A and above,58.3
German,Male,2020,All ages,Cumulative percentages,1030,A*,23.2
German,Male,2020,All ages,Cumulative percentages,1030,B and above,79.6
German,Male,2020,All ages,Cumulative percentages,1030,C and above,92.5
German,Male,2020,All ages,Cumulative percentages,1030,D and above,98.4
German,Male,2020,All ages,Cumulative percentages,1030,E and above,100
German,Male,2020,All ages,Non-cumulative percentages,1030,A,35.1
German,Male,2020,All ages,Non-cumulative percentages,1030,A*,23.2
German,Male,2020,All ages,Non-cumulative percentages,1030,B,21.3
German,Male,2020,All ages,Non-cumulative percentages,1030,C,12.9
German,Male,2020,All ages,Non-cumulative percentages,1030,D,5.8
German,Male,2020,All ages,Non-cumulative percentages,1030,E,1.6
German,Male,2021,Aged 18,Cumulative percentages,890,A and above,68.3
German,Male,2021,Aged 18,Cumulative percentages,890,A*,32.7
German,Male,2021,Aged 18,Cumulative percentages,890,B and above,85.8
German,Male,2021,Aged 18,Cumulative percentages,890,C and above,95.4
German,Male,2021,Aged 18,Cumulative percentages,890,D and above,99
German,Male,2021,Aged 18,Cumulative percentages,890,E and above,100
German,Male,2021,Aged 18,Non-cumulative percentages,890,A,35.5
German,Male,2021,Aged 18,Non-cumulative percentages,890,A*,32.7
German,Male,2021,Aged 18,Non-cumulative percentages,890,B,17.5
German,Male,2021,Aged 18,Non-cumulative percentages,890,C,9.6
German,Male,2021,Aged 18,Non-cumulative percentages,890,D,3.6
German,Male,2021,Aged 18,Non-cumulative percentages,890,E,1
German,Male,2021,All ages,Cumulative percentages,980,A and above,69.4
German,Male,2021,All ages,Cumulative percentages,980,A*,34.5
German,Male,2021,All ages,Cumulative percentages,980,B and above,86.2
German,Male,2021,All ages,Cumulative percentages,980,C and above,95.6
German,Male,2021,All ages,Cumulative percentages,980,D and above,99.1
German,Male,2021,All ages,Cumulative percentages,980,E and above,100
German,Male,2021,All ages,Non-cumulative percentages,980,A,35
German,Male,2021,All ages,Non-cumulative percentages,980,A*,34.5
German,Male,2021,All ages,Non-cumulative percentages,980,B,16.8
German,Male,2021,All ages,Non-cumulative percentages,980,C,9.4
German,Male,2021,All ages,Non-cumulative percentages,980,D,3.5
German,Male,2021,All ages,Non-cumulative percentages,980,E,0.9
History,All,2008,All ages,Cumulative percentages,42665,A and above,24.4
History,All,2008,All ages,Cumulative percentages,42665,B and above,52.5
History,All,2008,All ages,Cumulative percentages,42665,C and above,77.5
History,All,2008,All ages,Cumulative percentages,42665,D and above,92.8
History,All,2008,All ages,Cumulative percentages,42665,E and above,98.6
History,All,2008,All ages,Non-cumulative percentages,42665,A,24.4
History,All,2008,All ages,Non-cumulative percentages,42665,B,28.1
History,All,2008,All ages,Non-cumulative percentages,42665,C,25
History,All,2008,All ages,Non-cumulative percentages,42665,D,15.3
History,All,2008,All ages,Non-cumulative percentages,42665,E,5.8
History,All,2009,All ages,Cumulative percentages,43395,A and above,25.7
History,All,2009,All ages,Cumulative percentages,43395,B and above,54.4
History,All,2009,All ages,Cumulative percentages,43395,C and above,78.9
History,All,2009,All ages,Cumulative percentages,43395,D and above,93.5
History,All,2009,All ages,Cumulative percentages,43395,E and above,98.9
History,All,2009,All ages,Non-cumulative percentages,43395,A,25.7
History,All,2009,All ages,Non-cumulative percentages,43395,B,28.7
History,All,2009,All ages,Non-cumulative percentages,43395,C,24.5
History,All,2009,All ages,Non-cumulative percentages,43395,D,14.6
History,All,2009,All ages,Non-cumulative percentages,43395,E,5.4
History,All,2010,All ages,Cumulative percentages,44150,A and above,27.4
History,All,2010,All ages,Cumulative percentages,44150,A*,7.1
History,All,2010,All ages,Cumulative percentages,44150,B and above,55.6
History,All,2010,All ages,Cumulative percentages,44150,C and above,79.9
History,All,2010,All ages,Cumulative percentages,44150,D and above,94.2
History,All,2010,All ages,Cumulative percentages,44150,E and above,99
History,All,2010,All ages,Non-cumulative percentages,44150,A,20.3
History,All,2010,All ages,Non-cumulative percentages,44150,A*,7.1
History,All,2010,All ages,Non-cumulative percentages,44150,B,28.2
History,All,2010,All ages,Non-cumulative percentages,44150,C,24.3
History,All,2010,All ages,Non-cumulative percentages,44150,D,14.3
History,All,2010,All ages,Non-cumulative percentages,44150,E,4.8
History,All,2011,All ages,Cumulative percentages,45625,A and above,27.1
History,All,2011,All ages,Cumulative percentages,45625,A*,7.3
History,All,2011,All ages,Cumulative percentages,45625,B and above,55.8
History,All,2011,All ages,Cumulative percentages,45625,C and above,81.1
History,All,2011,All ages,Cumulative percentages,45625,D and above,94.8
History,All,2011,All ages,Cumulative percentages,45625,E and above,99.1
History,All,2011,All ages,Non-cumulative percentages,45625,A,19.8
History,All,2011,All ages,Non-cumulative percentages,45625,A*,7.3
History,All,2011,All ages,Non-cumulative percentages,45625,B,28.7
History,All,2011,All ages,Non-cumulative percentages,45625,C,25.3
History,All,2011,All ages,Non-cumulative percentages,45625,D,13.7
History,All,2011,All ages,Non-cumulative percentages,45625,E,4.3
History,All,2012,All ages,Cumulative percentages,46170,A and above,26.5
History,All,2012,All ages,Cumulative percentages,46170,A*,7.1
History,All,2012,All ages,Cumulative percentages,46170,B and above,55.9
History,All,2012,All ages,Cumulative percentages,46170,C and above,81.5
History,All,2012,All ages,Cumulative percentages,46170,D and above,95.1
History,All,2012,All ages,Cumulative percentages,46170,E and above,99.3
History,All,2012,All ages,Non-cumulative percentages,46170,A,19.4
History,All,2012,All ages,Non-cumulative percentages,46170,A*,7.1
History,All,2012,All ages,Non-cumulative percentages,46170,B,29.4
History,All,2012,All ages,Non-cumulative percentages,46170,C,25.6
History,All,2012,All ages,Non-cumulative percentages,46170,D,13.6
History,All,2012,All ages,Non-cumulative percentages,46170,E,4.2
History,All,2013,All ages,Cumulative percentages,46925,A and above,26.1
History,All,2013,All ages,Cumulative percentages,46925,A*,6.7
History,All,2013,All ages,Cumulative percentages,46925,B and above,56
History,All,2013,All ages,Cumulative percentages,46925,C and above,82.3
History,All,2013,All ages,Cumulative percentages,46925,D and above,95.5
History,All,2013,All ages,Cumulative percentages,46925,E and above,99.3
History,All,2013,All ages,Non-cumulative percentages,46925,A,19.4
History,All,2013,All ages,Non-cumulative percentages,46925,A*,6.7
History,All,2013,All ages,Non-cumulative percentages,46925,B,29.9
History,All,2013,All ages,Non-cumulative percentages,46925,C,26.3
History,All,2013,All ages,Non-cumulative percentages,46925,D,13.2
History,All,2013,All ages,Non-cumulative percentages,46925,E,3.8
History,All,2014,All ages,Cumulative percentages,46855,A and above,25.3
History,All,2014,All ages,Cumulative percentages,46855,A*,6.6
History,All,2014,All ages,Cumulative percentages,46855,B and above,55.9
History,All,2014,All ages,Cumulative percentages,46855,C and above,82.2
History,All,2014,All ages,Cumulative percentages,46855,D and above,95.5
History,All,2014,All ages,Cumulative percentages,46855,E and above,99.3
History,All,2014,All ages,Non-cumulative percentages,46855,A,18.7
History,All,2014,All ages,Non-cumulative percentages,46855,A*,6.6
History,All,2014,All ages,Non-cumulative percentages,46855,B,30.6
History,All,2014,All ages,Non-cumulative percentages,46855,C,26.3
History,All,2014,All ages,Non-cumulative percentages,46855,D,13.3
History,All,2014,All ages,Non-cumulative percentages,46855,E,3.8
History,All,2015,All ages,Cumulative percentages,50365,A and above,24.3
History,All,2015,All ages,Cumulative percentages,50365,A*,6.2
